CPF,AveragePerformance,Área,Potencial Bruto,Raciocínio,Social,Motivacional,Cultura pontuação,atributo-Capacidade analítica,atributo-Pensamento conceitual,atributo-Reflexão,atributo-Pensamento criativo,atributo-Planejamento e organização,atributo-Comunicação,atributo-Consideração pelos outros,atributo-Influência,atributo-Sociabilidade,atributo-Facilitação,atributo-Flexibilidade,atributo-Estabilidade emocional,atributo-Ambição,atributo-Iniciativa,atributo-Assertividade,atributo-Tomada de riscos,perfil-Capacidade analítica,perfil-Pensamento conceitual,perfil-Reflexão,perfil-Pensamento criativo,perfil-Planejamento e organização,perfil-Comunicação,perfil-Consideração pelos outros,perfil-Influência,perfil-Sociabilidade,perfil-Facilitação,perfil-Flexibilidade,perfil-Estabilidade emocional,perfil-Ambição,perfil-Iniciativa,perfil-Assertividade,perfil-Tomada de riscos
056.481.293-51,2.3333333333333335,Comercial,47.61,42.33,50.82,51.56,67.18,60.16,29.47,22.66,56.75,36.29,48.2,41.38,68.65,65.24,48.2,58.43,38.71,21.66,48.93,55.75,72.8,73.77,32.86,23.77,69.23,41.95,46.5,37.41,73.77,69.23,46.5,60.14,32.86,10.14,46.5,55.59,78.32
806.932.547-18,2.0,Comercial,37.12,32.66,24.49,61.95,27.2,57.3,23.21,60.71,23.21,19.9,14.11,12.41,15.82,5.59,32.09,10.7,79.78,45.69,42.28,52.5,49.1,82.86,37.41,87.41,37.41,32.86,28.32,23.77,32.86,8.74,60.14,19.23,73.77,28.32,23.77,37.41,32.86
047.165.382-91,2.0,Operações,,,,,35.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
764.523.081-91,2.0,Comercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186.350.294-71,2.3333333333333335,Comercial,72.99,64.35,87.04,67.14,41.66,61.72,41.27,51.49,48.09,61.72,94.14,94.14,85.62,94.14,85.62,85.62,71.34,44.06,64.52,47.47,74.75,46.5,19.23,32.86,28.32,46.5,78.32,78.32,55.59,78.32,55.59,55.59,55.59,19.23,46.5,23.77,60.14
670.431.295-16,2.0,Operações,,83.96,,,50.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593.012.864-24,2.3333333333333335,Comercial,66.95,87.43,50.82,56.75,26.21,97.74,94.33,67.76,60.94,89.22,48.2,24.33,58.43,51.61,72.06,44.79,57.54,37.08,43.9,50.72,57.54,87.41,78.32,23.77,14.68,64.68,46.5,14.68,60.14,51.05,78.32,41.95,51.05,23.77,32.86,41.95,51.05
316.740.825-17,2.3333333333333335,Operações,,48.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213.968.750-77,2.3333333333333335,Comercial,,37.57,,72.34,32.44,,,,,,,,,,,,,,,,,32.86,23.77,51.05,10.14,23.77,78.32,78.32,55.59,90.56,78.32,64.68,41.95,28.32,41.95,55.59,69.23
748.253.169-64,1.6666666666666667,Operações,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
932.140.587-97,2.3333333333333335,Comercial,,31.01,,,26.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
780.619.425-85,1.6666666666666667,Comercial,,39.8,,,24.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
843.567.012-16,1.6666666666666667,Operações,,49.07,,,37.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315.607.924-34,1.6666666666666667,Comercial,,58.58,,,27.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617.453.208-91,2.3333333333333335,Comercial,,46.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203.719.584-23,2.0,Comercial,,,,,28.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148.960.275-58,1.6666666666666667,Operações,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
784.130.526-53,1.6666666666666667,Operações,50.22,45.24,47.53,61.95,30.73,66.48,52.84,39.21,17.67,63.07,44.91,68.77,24.45,38.09,38.09,27.86,62.73,66.14,52.5,59.32,52.5,78.32,60.14,41.95,10.14,73.77,46.5,78.32,19.23,37.41,37.41,23.77,51.05,55.59,37.41,46.5,37.41
587.961.423-91,2.0,Comercial,,20.92,,,33.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
981.062.534-14,2.0,Comercial,,9.79,,,18.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130.952.874-88,2.3333333333333335,Operações,,71.52,,,58.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594.387.602-29,2.0,Comercial,,79.69,,,54.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320.671.458-35,1.6666666666666667,Comercial,,38.93,,,33.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584.206.137-62,1.6666666666666667,Operações,,58.81,,,60.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
689.375.201-68,1.6666666666666667,Operações,,,,,31.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457.602.938-18,2.0,Operações,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247.198.035-12,2.3333333333333335,Operações,,93.07,,,68.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307.169.428-87,1.6666666666666667,Comercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705.498.216-94,2.0,Operações,,57.46,,,30.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
087.253.641-62,2.3333333333333335,Operações,46.73,35.05,34.36,82.73,49.76,66.52,39.24,17.69,39.24,42.65,38.56,24.92,38.56,52.19,15.64,35.15,81.76,80.05,88.57,66.47,81.76,90.56,55.59,23.77,55.59,60.14,55.59,37.41,55.59,73.77,19.23,51.05,51.05,46.5,69.23,28.32,51.05
298.163.457-73,2.3333333333333335,Comercial,,66.34,,,49.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
971.520.843-61,1.6666666666666667,Operações,,69.43,44.24,,30.91,,,,,,,,,,,,,,,,,69.23,37.41,37.41,41.95,64.68,46.5,51.05,60.14,60.14,64.68,28.32,69.23,51.05,46.5,55.59,32.86
253.987.164-17,2.3333333333333335,Operações,,57.78,,,30.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
728.104.963-31,2.3333333333333335,Comercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
749.023.568-56,1.6666666666666667,Operações,54.47,45.08,67.28,51.56,40.34,52.68,35.63,49.27,42.45,22.0,85.97,84.26,64.66,82.56,61.25,44.2,42.12,35.3,59.16,38.71,52.34,60.14,37.41,55.59,46.5,19.23,82.86,78.32,46.5,73.77,41.95,19.23,37.41,28.32,60.14,32.86,51.05
410.375.289-13,2.0,Comercial,41.82,21.73,54.12,56.75,48.47,25.92,39.56,12.73,25.92,29.33,65.13,48.08,44.67,68.54,51.49,37.85,64.36,47.31,47.31,47.31,54.13,55.59,73.77,28.32,55.59,60.14,64.68,41.95,37.41,69.23,46.5,28.32,60.14,37.41,37.41,37.41,46.5
469.135.280-51,2.3333333333333335,Comercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930.671.842-11,2.0,Operações,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
867.592.034-29,2.0,Comercial,47.47,57.47,44.24,35.97,55.32,68.48,54.85,37.8,48.03,84.47,41.61,41.61,38.2,48.43,62.07,34.8,43.58,36.76,29.94,36.76,16.45,64.68,46.5,23.77,37.41,90.56,46.5,46.5,41.95,55.59,73.77,37.41,60.14,51.05,41.95,51.05,19.23
784.153.069-21,2.0,Comercial,,54.35,,,15.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581.027.693-86,2.3333333333333335,Operações,,,,,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
961.740.538-57,1.6666666666666667,Operações,,53.55,,,49.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249.316.587-17,1.6666666666666667,Operações,,10.89,,,43.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257.843.960-56,2.0,Operações,,54.84,,,23.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
795.063.241-15,2.0,Operações,,73.42,,,57.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530.489.761-75,1.6666666666666667,Operações,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361.457.089-48,2.3333333333333335,Operações,,45.9,,,41.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289.764.351-17,1.6666666666666667,Comercial,,45.27,,,37.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602.317.589-95,2.3333333333333335,Operações,,,,,36.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491.520.783-88,2.0,Comercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
729.104.863-11,1.6666666666666667,Comercial,45.66,47.15,21.19,77.53,15.58,27.48,58.16,51.35,27.48,81.01,45.84,12.47,25.39,42.43,10.76,12.47,78.32,87.68,78.32,61.27,51.04,23.77,64.68,55.59,23.77,91.86,82.86,28.32,55.59,78.32,23.77,28.32,51.05,73.77,51.05,28.32,14.68
632.194.058-51,1.6666666666666667,Comercial,,10.59,,,55.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.073.825-15,2.3333333333333335,Comercial,,,,,42.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514.930.287-23,1.6666666666666667,Comercial,,85.62,,,52.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
742.310.986-11,1.6666666666666667,Comercial,,76.7,,,51.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501.378.692-41,1.6666666666666667,Comercial,,9.21,,,35.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
067.935.182-59,1.6666666666666667,Comercial,44.2,69.47,21.19,35.97,53.6,81.94,87.06,66.84,63.44,70.25,42.43,9.06,35.61,15.88,17.58,7.35,43.58,46.99,23.12,26.53,29.94,69.23,82.86,46.5,41.95,51.05,78.32,19.23,69.23,37.41,41.95,14.68,60.14,64.68,32.86,37.41,41.95
814.697.052-49,2.3333333333333335,Operações,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902.753.418-79,1.6666666666666667,Operações,40.46,35.24,31.07,61.95,30.99,36.03,14.38,22.39,32.62,25.8,65.94,55.72,19.11,42.08,21.63,28.44,79.78,35.46,62.73,49.1,66.14,51.05,14.68,32.86,46.5,37.41,91.86,82.86,32.86,64.68,37.41,46.5,73.77,14.68,51.05,32.86,55.59
745.261.089-11,2.3333333333333335,Comercial,,45.03,,,65.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
973.658.140-39,2.3333333333333335,Comercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
910.465.328-98,1.6666666666666667,Operações,,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354.609.127-25,1.6666666666666667,Comercial,55.64,58.78,47.53,61.95,56.48,42.52,66.38,73.2,32.29,56.16,81.2,34.68,65.36,79.0,24.45,48.31,45.69,72.96,59.32,55.91,49.1,28.32,60.14,69.23,14.68,46.5,91.86,32.86,73.77,90.56,19.23,51.05,28.32,64.68,46.5,41.95,32.86
170.635.284-16,1.6666666666666667,Operações,,37.73,,,69.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
910.743.658-11,1.6666666666666667,Comercial,,57.65,,,72.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354.160.298-89,2.0,Comercial,,76.67,37.65,,65.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
938.041.725-12,1.6666666666666667,Operações,,65.8,,,43.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
947.306.158-75,2.3333333333333335,Operações,52.0,54.71,34.36,72.34,47.59,58.9,81.38,62.31,45.27,52.09,28.33,21.51,45.37,52.19,21.51,24.92,49.26,69.71,62.89,86.79,62.89,55.59,87.41,60.14,37.41,46.5,41.95,32.86,64.68,73.77,32.86,37.41,19.23,46.5,37.41,78.32,37.41
268.491.307-22,2.0,Operações,,46.01,,,18.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521.306.798-11,2.3333333333333335,Operações,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157.903.842-51,2.3333333333333335,Operações,,37.2,,,42.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
785.103.926-68,2.3333333333333335,Operações,,63.18,,,48.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941.736.850-84,1.6666666666666667,Operações,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271.569.384-28,2.3333333333333335,Comercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637.158.920-21,2.3333333333333335,Operações,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
015.286.394-13,2.3333333333333335,Comercial,,,,,33.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701.594.862-11,2.3333333333333335,Operações,,78.69,,,59.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
042.351.978-61,2.0,Comercial,,55.5,,,32.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356.148.297-17,2.3333333333333335,Comercial,,35.17,,,28.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
089.541.637-93,2.3333333333333335,Operações,34.9,18.11,31.07,67.14,41.98,19.45,25.71,12.63,19.45,25.71,45.49,19.11,15.7,21.63,12.29,19.11,87.6,87.6,40.65,71.34,61.11,51.05,60.14,32.86,51.05,60.14,69.23,32.86,23.77,37.41,14.68,32.86,87.41,87.41,14.68,55.59,41.95
527.138.694-55,2.3333333333333335,Comercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472.953.016-15,1.6666666666666667,Comercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
035.791.826-68,2.0,Comercial,,41.81,,,57.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
715.340.286-17,1.6666666666666667,Operações,,26.34,,,51.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.037.628-26,1.6666666666666667,Operações,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574.026.193-71,1.6666666666666667,Operações,,59.13,,,61.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
741.962.503-43,1.6666666666666667,Operações,,13.77,,,19.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
092.785.463-56,1.6666666666666667,Operações,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
796.432.518-37,1.6666666666666667,Comercial,,71.47,,,50.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482.395.710-51,2.3333333333333335,Comercial,,61.06,,,36.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217.589.063-59,2.3333333333333335,Operações,,18.07,,,50.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142.703.659-43,2.0,Operações,59.21,92.22,34.36,41.17,62.44,89.91,93.32,84.8,81.39,88.21,41.96,28.33,38.56,38.56,41.96,19.05,38.54,28.32,24.91,38.54,31.73,60.14,69.23,46.5,37.41,55.59,60.14,41.95,55.59,55.59,60.14,28.32,46.5,32.86,28.32,46.5,37.41
056.928.147-49,1.6666666666666667,Operações,,53.07,,,41.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126.059.783-11,1.6666666666666667,Comercial,,69.6,,,52.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
738.659.214-18,1.6666666666666667,Operações,,27.91,,,45.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
814.073.269-96,2.3333333333333335,Operações,,54.57,,,57.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503.127.468-91,2.0,Comercial,,61.04,,,59.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602.145.739-15,2.0,Comercial,,45.12,,,51.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
809.364.712-12,2.3333333333333335,Operações,47.65,74.13,14.61,51.56,45.68,78.32,85.98,64.68,84.27,71.5,35.85,4.06,29.03,17.7,0.0,19.4,21.66,72.8,45.52,52.34,35.3,55.59,73.77,37.41,69.23,46.5,78.32,14.68,69.23,51.05,7.44,55.59,10.14,78.32,41.95,51.05,28.32
816.305.927-31,2.3333333333333335,Operações,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345.982.160-42,2.3333333333333335,Operações,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
072.518.364-16,2.0,Comercial,,46.84,,,50.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
725.381.946-28,2.3333333333333335,Operações,,41.54,,,37.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546.210.379-43,2.0,Operações,,63.22,,,42.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
715.230.864-16,2.3333333333333335,Comercial,,16.78,,,33.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135.926.048-13,2.0,Comercial,47.27,47.6,47.53,46.36,62.53,62.02,58.61,48.38,58.61,41.56,65.36,48.31,34.68,44.91,48.31,38.09,53.97,53.97,40.33,47.15,43.74,69.23,64.68,51.05,64.68,41.95,73.77,51.05,32.86,46.5,51.05,37.41,60.14,60.14,41.95,51.05,46.5
759.286.104-67,2.0,Operações,,52.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
981.072.456-11,2.3333333333333335,Operações,48.07,30.85,54.12,67.14,39.69,48.68,31.64,38.46,15.59,19.0,37.85,37.85,68.54,51.49,61.72,58.31,71.34,85.9,54.29,57.7,47.47,73.77,51.05,60.14,23.77,32.86,28.32,28.32,69.23,46.5,60.14,55.59,55.59,82.86,32.86,37.41,23.77
682.371.059-41,2.0,Comercial,,,24.49,67.14,,,,,,,,,,,,,,,,,,55.59,41.95,55.59,41.95,69.23,51.05,46.5,37.41,37.41,51.05,41.95,87.41,28.32,51.05,28.32,37.41
510.632.897-77,1.6666666666666667,Comercial,,81.46,,,40.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
749.051.263-81,2.0,Operações,,,,,52.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248.576.319-46,1.6666666666666667,Comercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396.087.241-12,1.6666666666666667,Operações,53.19,53.76,57.41,46.36,33.56,57.96,84.32,40.91,75.0,64.77,54.78,51.37,84.44,54.78,58.19,51.37,26.69,36.92,43.74,50.56,40.33,55.59,91.86,32.86,78.32,64.68,46.5,41.95,90.56,46.5,51.05,41.95,23.77,37.41,46.5,55.59,41.95
602.571.394-43,2.3333333333333335,Comercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
057.892.461-76,2.0,Comercial,,64.96,,,36.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
931.804.765-75,2.0,Comercial,51.68,61.5,44.24,46.36,26.59,79.33,65.7,41.83,72.51,72.51,48.43,51.84,34.8,65.48,48.43,62.07,57.38,36.92,43.74,36.92,40.33,73.77,55.59,23.77,64.68,64.68,55.59,60.14,37.41,78.32,55.59,73.77,64.68,37.41,46.5,37.41,41.95
046.325.197-15,2.0,Comercial,60.78,54.35,67.28,61.95,32.87,61.96,51.73,51.73,75.59,55.14,37.39,47.61,84.26,68.07,80.85,74.89,72.96,72.96,59.32,52.5,52.5,60.14,46.5,46.5,78.32,51.05,10.14,23.77,78.32,51.05,69.23,60.14,64.68,64.68,46.5,37.41,37.41
643.258.971-19,2.0,Operações,,64.32,,,21.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690.274.385-11,2.3333333333333335,Operações,,39.05,,,46.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281.743.096-41,2.3333333333333335,Operações,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
865.241.309-61,2.0,Comercial,,36.08,,,65.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
946.178.052-49,2.0,Operações,,10.89,,,41.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935.821.406-61,2.0,Operações,,29.76,,,17.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
728.546.903-38,1.6666666666666667,Operações,,38.31,,,53.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597.401.368-93,2.0,Comercial,56.21,74.29,57.41,25.58,59.91,44.39,84.36,47.8,91.17,87.77,68.42,30.92,37.74,44.56,37.74,65.01,50.23,60.46,36.6,9.55,16.37,10.14,69.23,14.68,87.41,78.32,64.68,14.68,23.77,32.86,23.77,60.14,82.86,91.86,64.68,14.68,32.86
315.867.042-91,1.6666666666666667,Operações,,45.02,,,34.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935.620.871-95,2.0,Comercial,,10.89,,,43.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139.452.086-71,2.3333333333333335,Comercial,46.89,41.95,34.36,72.34,13.86,56.37,39.33,52.96,19.44,46.15,19.05,59.01,19.05,41.96,48.78,19.05,85.08,52.67,73.12,73.12,62.89,69.23,46.5,64.68,19.23,55.59,28.32,82.86,28.32,60.14,69.23,28.32,73.77,23.77,51.05,51.05,37.41
856.972.314-82,2.3333333333333335,Operações,,,,,87.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
835.497.016-75,2.0,Operações,,58.27,,,62.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165.398.074-57,1.6666666666666667,Operações,,28.85,,,32.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
013.287.965-41,2.3333333333333335,Operações,44.69,10.89,67.28,67.14,67.04,25.31,12.43,12.43,12.43,14.13,80.85,71.48,84.26,84.26,61.25,37.39,78.15,67.93,71.34,61.11,71.34,69.23,41.95,41.95,41.95,46.5,69.23,55.59,78.32,78.32,41.95,10.14,64.68,51.05,55.59,41.95,55.59
326.541.790-52,2.3333333333333335,Comercial,50.47,57.76,37.65,56.75,72.75,61.95,55.13,48.32,44.91,51.73,52.07,35.03,48.67,52.07,48.67,28.21,57.54,40.49,47.31,50.72,47.31,55.59,46.5,37.41,32.86,41.95,69.23,46.5,64.68,69.23,64.68,37.41,51.05,28.32,37.41,41.95,37.41
218.936.074-96,2.3333333333333335,Operações,,62.48,,,56.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907.153.628-95,1.6666666666666667,Comercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420.893.715-79,1.6666666666666667,Operações,,53.0,,,31.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
852.691.340-98,2.3333333333333335,Comercial,,,,,41.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546.980.327-92,2.3333333333333335,Comercial,,,,,7.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618.029.743-69,2.3333333333333335,Operações,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
802.496.753-74,2.3333333333333335,Operações,54.64,48.39,63.99,51.56,31.28,49.18,35.54,55.99,32.13,35.54,82.62,75.0,54.55,75.0,75.0,71.59,59.16,28.48,55.75,42.12,52.34,51.05,32.86,60.14,28.32,32.86,78.32,64.68,37.41,64.68,64.68,60.14,60.14,19.23,55.59,37.41,51.05
940.861.723-13,1.6666666666666667,Comercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
830.567.942-18,1.6666666666666667,Comercial,,56.11,,,37.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387.209.146-87,1.6666666666666667,Operações,,74.26,,,48.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307.294.168-87,1.6666666666666667,Comercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302.714.956-34,2.0,Comercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541.703.298-13,2.0,Operações,,47.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605.931.724-34,2.3333333333333335,Comercial,52.07,65.73,44.24,41.17,27.49,69.92,42.65,73.33,56.28,76.74,15.47,34.8,62.07,75.7,45.02,41.61,28.32,41.95,55.59,28.32,21.5,55.59,19.23,60.14,37.41,64.68,8.74,37.41,73.77,90.56,51.05,46.5,32.86,51.05,69.23,32.86,23.77
253.690.781-31,1.6666666666666667,Comercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604.289.735-74,1.6666666666666667,Comercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
023.875.916-41,1.6666666666666667,Comercial,38.42,38.48,47.53,25.58,65.5,39.26,32.44,19.4,22.22,42.67,51.72,31.27,72.18,61.95,68.77,58.54,33.19,14.66,29.78,14.66,11.25,51.05,41.95,23.77,28.32,55.59,55.59,28.32,82.86,69.23,78.32,64.68,60.14,28.32,55.59,28.32,19.23
849.106.357-93,1.6666666666666667,Operações,,60.46,,,22.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375.198.246-91,2.0,Operações,,13.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
719.634.502-99,2.3333333333333335,Comercial,48.38,61.81,8.5,82.73,61.98,72.82,52.36,52.36,52.36,66.0,9.53,29.73,2.71,11.23,29.73,18.05,83.46,76.69,76.69,80.05,73.28,64.68,37.41,37.41,37.41,55.59,37.41,78.32,19.23,41.95,78.32,60.14,55.59,41.95,41.95,46.5,37.41
098.214.356-71,2.3333333333333335,Operações,,15.25,,,32.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
819.326.704-41,2.3333333333333335,Comercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634.971.058-48,1.6666666666666667,Operações,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
073.589.216-41,2.0,Operações,,20.71,,,31.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.890.625-11,2.3333333333333335,Operações,,46.4,,,70.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698.145.207-31,2.3333333333333335,Operações,,,,,47.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346.702.851-91,1.6666666666666667,Operações,,43.72,,,72.56,,,,,,,,,,,,,,,,,78.32,41.95,51.05,90.56,19.23,8.74,78.32,51.05,37.41,7.44,73.77,55.59,87.41,78.32,46.5,46.5
613.948.502-98,1.6666666666666667,Comercial,62.09,65.23,77.16,35.97,24.58,59.2,69.43,55.79,52.38,62.61,82.38,85.79,60.9,57.49,80.68,84.09,26.53,40.17,46.99,18.15,16.45,41.95,55.59,37.41,32.86,46.5,60.14,69.23,28.32,23.77,55.59,64.68,37.41,55.59,64.68,23.77,19.23
807.461.293-78,1.6666666666666667,Comercial,,33.63,,56.75,23.44,,,,,,,,,,,,,,,,,55.59,41.95,28.32,51.05,87.41,14.68,69.23,55.59,37.41,41.95,41.95,64.68,60.14,73.77,55.59,37.41
381.572.460-16,2.0,Comercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
